,Mouse,Amplitude,Day,TimeBin,SleepState,Proportion,Sleep
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,5.0,nrem,30.5,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,5.0,rem,2.166666666666667,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,6.0,nrem,73.83333333333333,sleep
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,6.0,wake,20.166666666666664,wake
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,6.0,rem,6.0,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,7.0,wake,79.16666666666666,wake
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,7.0,nrem,20.666666666666668,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,7.0,rem,0.16666666666666669,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,8.0,wake,50.0,wake
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,8.0,nrem,47.16666666666667,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,8.0,rem,2.833333333333333,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,9.0,wake,98.66666666666667,wake
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,9.0,nrem,1.3333333333333335,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,9.0,rem,0.0,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,10.0,nrem,64.16666666666667,sleep
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,10.0,wake,31.333333333333336,wake
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,10.0,rem,4.5,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,11.0,wake,82.16666666666667,wake
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,11.0,nrem,17.333333333333336,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,11.0,rem,0.5,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,12.0,wake,58.833333333333336,wake
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,12.0,nrem,39.5,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,12.0,rem,1.6666666666666667,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,13.0,wake,69.5,wake
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,13.0,nrem,25.0,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,13.0,rem,5.5,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,14.0,nrem,61.83333333333333,sleep
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,14.0,wake,35.16666666666667,wake
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,14.0,rem,3.0,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,15.0,wake,51.0,wake
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,15.0,nrem,45.33333333333333,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,15.0,rem,3.6666666666666665,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,16.0,wake,55.666666666666664,wake
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,16.0,nrem,43.333333333333336,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,16.0,rem,1.0,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,17.0,wake,86.0,wake
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,17.0,nrem,14.000000000000002,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,17.0,rem,0.0,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,18.0,wake,90.5,wake
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,18.0,nrem,9.5,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,18.0,rem,0.0,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,19.0,nrem,59.5,sleep
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,19.0,wake,38.83333333333333,wake
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,19.0,rem,1.6666666666666667,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,20.0,nrem,62.0,sleep
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,20.0,wake,33.166666666666664,wake
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,20.0,rem,4.833333333333333,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,21.0,nrem,65.5,sleep
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,21.0,wake,24.166666666666668,wake
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,21.0,rem,10.333333333333334,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,22.0,nrem,62.0,sleep
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,22.0,wake,33.0,wake
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,22.0,rem,5.0,sleep
0,Ca_EEG_Pilot2,1.5mA,PostNeutral,23.0,wake,65.0,wake
1,Ca_EEG_Pilot2,1.5mA,PostNeutral,23.0,nrem,34.0,sleep
2,Ca_EEG_Pilot2,1.5mA,PostNeutral,23.0,rem,1.0,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,0.0,nrem,71.33333333333334,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,0.0,wake,27.0,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,0.0,rem,1.6666666666666667,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,1.0,nrem,58.166666666666664,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,1.0,wake,35.333333333333336,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,1.0,rem,6.5,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,2.0,nrem,60.5,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,2.0,wake,30.0,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,2.0,rem,9.5,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,3.0,nrem,83.16666666666667,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,3.0,rem,8.833333333333334,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,3.0,wake,8.0,wake
0,Ca_EEG_Pilot2,1.5mA,PostAversive,4.0,wake,59.333333333333336,wake
1,Ca_EEG_Pilot2,1.5mA,PostAversive,4.0,nrem,35.333333333333336,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,4.0,rem,5.333333333333334,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,5.0,wake,50.16666666666667,wake
1,Ca_EEG_Pilot2,1.5mA,PostAversive,5.0,nrem,47.16666666666667,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,5.0,rem,2.666666666666667,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,6.0,wake,72.66666666666667,wake
1,Ca_EEG_Pilot2,1.5mA,PostAversive,6.0,nrem,26.666666666666668,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,6.0,rem,0.6666666666666667,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,7.0,wake,60.66666666666667,wake
1,Ca_EEG_Pilot2,1.5mA,PostAversive,7.0,nrem,37.833333333333336,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,7.0,rem,1.5,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,8.0,nrem,66.33333333333333,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,8.0,wake,30.333333333333336,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,8.0,rem,3.3333333333333335,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,9.0,wake,92.66666666666666,wake
1,Ca_EEG_Pilot2,1.5mA,PostAversive,9.0,nrem,6.666666666666667,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,9.0,rem,0.6666666666666667,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,10.0,nrem,50.0,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,10.0,wake,44.333333333333336,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,10.0,rem,5.666666666666666,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,11.0,nrem,83.5,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,11.0,wake,11.333333333333332,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,11.0,rem,5.166666666666667,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,12.0,wake,66.16666666666666,wake
1,Ca_EEG_Pilot2,1.5mA,PostAversive,12.0,nrem,28.999999999999996,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,12.0,rem,4.833333333333333,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,13.0,wake,51.16666666666667,wake
1,Ca_EEG_Pilot2,1.5mA,PostAversive,13.0,nrem,46.833333333333336,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,13.0,rem,2.0,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,14.0,nrem,72.66666666666667,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,14.0,wake,19.166666666666668,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,14.0,rem,8.166666666666666,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,15.0,nrem,59.333333333333336,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,15.0,wake,35.16666666666667,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,15.0,rem,5.5,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,16.0,wake,91.83333333333333,wake
1,Ca_EEG_Pilot2,1.5mA,PostAversive,16.0,nrem,8.0,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,16.0,rem,0.16666666666666669,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,17.0,wake,70.83333333333334,wake
1,Ca_EEG_Pilot2,1.5mA,PostAversive,17.0,nrem,27.666666666666668,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,17.0,rem,1.5,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,18.0,wake,50.0,wake
1,Ca_EEG_Pilot2,1.5mA,PostAversive,18.0,nrem,48.66666666666667,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,18.0,rem,1.3333333333333335,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,19.0,nrem,79.66666666666666,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,19.0,wake,12.5,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,19.0,rem,7.833333333333334,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,20.0,wake,60.5,wake
1,Ca_EEG_Pilot2,1.5mA,PostAversive,20.0,nrem,36.666666666666664,sleep
2,Ca_EEG_Pilot2,1.5mA,PostAversive,20.0,rem,2.833333333333333,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,21.0,nrem,66.16666666666666,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,21.0,wake,27.166666666666668,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,21.0,rem,6.666666666666667,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,22.0,nrem,82.0,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,22.0,wake,9.166666666666666,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,22.0,rem,8.833333333333334,sleep
0,Ca_EEG_Pilot2,1.5mA,PostAversive,23.0,nrem,55.602536997885835,sleep
1,Ca_EEG_Pilot2,1.5mA,PostAversive,23.0,wake,44.18604651162791,wake
2,Ca_EEG_Pilot2,1.5mA,PostAversive,23.0,rem,0.21141649048625794,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,0.0,wake,56.666666666666664,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,0.0,nrem,36.666666666666664,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,0.0,rem,6.666666666666667,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,1.0,wake,71.66666666666667,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,1.0,nrem,25.0,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,1.0,rem,3.3333333333333335,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,2.0,nrem,71.33333333333334,sleep
1,Ca_EEG2-1,1.5mA,PreNeutral,2.0,wake,20.333333333333332,wake
2,Ca_EEG2-1,1.5mA,PreNeutral,2.0,rem,8.333333333333332,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,3.0,wake,91.16666666666666,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,3.0,nrem,7.833333333333334,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,3.0,rem,1.0,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,4.0,wake,82.66666666666667,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,4.0,nrem,15.833333333333332,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,4.0,rem,1.5,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,5.0,wake,73.33333333333333,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,5.0,nrem,24.833333333333332,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,5.0,rem,1.8333333333333333,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,6.0,wake,56.166666666666664,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,6.0,nrem,39.666666666666664,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,6.0,rem,4.166666666666666,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,7.0,wake,66.83333333333333,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,7.0,nrem,31.166666666666664,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,7.0,rem,2.0,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,8.0,nrem,47.66666666666667,sleep
1,Ca_EEG2-1,1.5mA,PreNeutral,8.0,wake,44.666666666666664,wake
2,Ca_EEG2-1,1.5mA,PreNeutral,8.0,rem,7.666666666666666,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,9.0,wake,89.33333333333333,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,9.0,nrem,9.833333333333332,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,9.0,rem,0.8333333333333334,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,10.0,wake,99.83333333333333,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,10.0,nrem,0.16666666666666669,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,10.0,rem,0.0,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,11.0,wake,99.83333333333333,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,11.0,nrem,0.16666666666666669,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,11.0,rem,0.0,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,12.0,wake,93.66666666666667,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,12.0,nrem,6.0,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,12.0,rem,0.33333333333333337,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,13.0,wake,100.0,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,13.0,nrem,0.0,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,13.0,rem,0.0,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,14.0,wake,100.0,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,14.0,nrem,0.0,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,14.0,rem,0.0,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,15.0,wake,96.5,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,15.0,nrem,3.5000000000000004,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,15.0,rem,0.0,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,16.0,nrem,70.83333333333334,sleep
1,Ca_EEG2-1,1.5mA,PreNeutral,16.0,wake,21.666666666666668,wake
2,Ca_EEG2-1,1.5mA,PreNeutral,16.0,rem,7.5,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,17.0,nrem,51.16666666666667,sleep
1,Ca_EEG2-1,1.5mA,PreNeutral,17.0,wake,43.333333333333336,wake
2,Ca_EEG2-1,1.5mA,PreNeutral,17.0,rem,5.5,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,18.0,wake,81.5,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,18.0,nrem,17.0,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,18.0,rem,1.5,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,19.0,wake,96.16666666666667,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,19.0,nrem,3.6666666666666665,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,19.0,rem,0.16666666666666669,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,20.0,wake,92.83333333333333,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,20.0,nrem,7.166666666666667,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,20.0,rem,0.0,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,21.0,wake,75.33333333333333,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,21.0,nrem,23.0,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,21.0,rem,1.6666666666666667,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,22.0,wake,57.666666666666664,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,22.0,nrem,40.0,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,22.0,rem,2.3333333333333335,sleep
0,Ca_EEG2-1,1.5mA,PreNeutral,23.0,wake,83.83333333333334,wake
1,Ca_EEG2-1,1.5mA,PreNeutral,23.0,nrem,13.666666666666666,sleep
2,Ca_EEG2-1,1.5mA,PreNeutral,23.0,rem,2.5,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,0.0,wake,68.70229007633588,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,0.0,nrem,30.025445292620866,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,0.0,rem,1.2722646310432568,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,1.0,nrem,85.83333333333333,sleep
1,Ca_EEG2-1,1.5mA,PostNeutral,1.0,rem,9.5,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,1.0,wake,4.666666666666667,wake
0,Ca_EEG2-1,1.5mA,PostNeutral,2.0,wake,53.0,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,2.0,nrem,41.0,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,2.0,rem,6.0,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,3.0,nrem,55.00000000000001,sleep
1,Ca_EEG2-1,1.5mA,PostNeutral,3.0,wake,35.0,wake
2,Ca_EEG2-1,1.5mA,PostNeutral,3.0,rem,10.0,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,4.0,nrem,47.5,sleep
1,Ca_EEG2-1,1.5mA,PostNeutral,4.0,wake,42.333333333333336,wake
2,Ca_EEG2-1,1.5mA,PostNeutral,4.0,rem,10.166666666666666,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,5.0,wake,68.83333333333333,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,5.0,nrem,28.000000000000004,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,5.0,rem,3.166666666666667,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,6.0,wake,82.66666666666667,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,6.0,nrem,15.333333333333332,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,6.0,rem,2.0,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,7.0,wake,70.66666666666667,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,7.0,nrem,22.5,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,7.0,rem,6.833333333333333,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,8.0,wake,50.83333333333333,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,8.0,nrem,36.666666666666664,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,8.0,rem,12.5,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,9.0,wake,57.166666666666664,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,9.0,nrem,38.0,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,9.0,rem,4.833333333333333,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,10.0,wake,100.0,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,10.0,nrem,0.0,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,10.0,rem,0.0,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,11.0,wake,98.66666666666667,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,11.0,nrem,1.3333333333333335,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,11.0,rem,0.0,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,12.0,wake,100.0,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,12.0,nrem,0.0,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,12.0,rem,0.0,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,13.0,wake,100.0,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,13.0,nrem,0.0,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,13.0,rem,0.0,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,14.0,wake,100.0,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,14.0,nrem,0.0,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,14.0,rem,0.0,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,15.0,wake,80.5,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,15.0,nrem,17.166666666666668,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,15.0,rem,2.3333333333333335,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,16.0,nrem,64.5,sleep
1,Ca_EEG2-1,1.5mA,PostNeutral,16.0,wake,24.5,wake
2,Ca_EEG2-1,1.5mA,PostNeutral,16.0,rem,11.0,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,17.0,wake,63.66666666666667,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,17.0,nrem,33.0,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,17.0,rem,3.3333333333333335,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,18.0,wake,89.66666666666666,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,18.0,nrem,9.5,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,18.0,rem,0.8333333333333334,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,19.0,nrem,55.00000000000001,sleep
1,Ca_EEG2-1,1.5mA,PostNeutral,19.0,wake,33.33333333333333,wake
2,Ca_EEG2-1,1.5mA,PostNeutral,19.0,rem,11.666666666666666,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,20.0,wake,83.83333333333334,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,20.0,nrem,14.833333333333334,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,20.0,rem,1.3333333333333335,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,21.0,wake,92.66666666666666,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,21.0,nrem,5.833333333333333,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,21.0,rem,1.5,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,22.0,wake,88.33333333333333,wake
1,Ca_EEG2-1,1.5mA,PostNeutral,22.0,nrem,11.166666666666666,sleep
2,Ca_EEG2-1,1.5mA,PostNeutral,22.0,rem,0.5,sleep
0,Ca_EEG2-1,1.5mA,PostNeutral,23.0,nrem,57.166666666666664,sleep
1,Ca_EEG2-1,1.5mA,PostNeutral,23.0,wake,33.5,wake
2,Ca_EEG2-1,1.5mA,PostNeutral,23.0,rem,9.333333333333334,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,0.0,wake,52.0,wake
1,Ca_EEG2-1,1.5mA,PostAversive,0.0,nrem,45.166666666666664,sleep
2,Ca_EEG2-1,1.5mA,PostAversive,0.0,rem,2.833333333333333,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,1.0,wake,51.16666666666667,wake
1,Ca_EEG2-1,1.5mA,PostAversive,1.0,nrem,43.333333333333336,sleep
2,Ca_EEG2-1,1.5mA,PostAversive,1.0,rem,5.5,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,2.0,nrem,74.5,sleep
1,Ca_EEG2-1,1.5mA,PostAversive,2.0,wake,15.5,wake
2,Ca_EEG2-1,1.5mA,PostAversive,2.0,rem,10.0,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,3.0,nrem,55.50000000000001,sleep
1,Ca_EEG2-1,1.5mA,PostAversive,3.0,wake,32.666666666666664,wake
2,Ca_EEG2-1,1.5mA,PostAversive,3.0,rem,11.833333333333334,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,4.0,wake,81.66666666666667,wake
1,Ca_EEG2-1,1.5mA,PostAversive,4.0,nrem,15.833333333333332,sleep
2,Ca_EEG2-1,1.5mA,PostAversive,4.0,rem,2.5,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,5.0,wake,60.66666666666667,wake
1,Ca_EEG2-1,1.5mA,PostAversive,5.0,nrem,32.33333333333333,sleep
2,Ca_EEG2-1,1.5mA,PostAversive,5.0,rem,7.000000000000001,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,6.0,wake,90.16666666666666,wake
1,Ca_EEG2-1,1.5mA,PostAversive,6.0,nrem,8.833333333333334,sleep
2,Ca_EEG2-1,1.5mA,PostAversive,6.0,rem,1.0,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,7.0,nrem,65.0,sleep
1,Ca_EEG2-1,1.5mA,PostAversive,7.0,wake,22.0,wake
2,Ca_EEG2-1,1.5mA,PostAversive,7.0,rem,13.0,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,8.0,wake,59.5,wake
1,Ca_EEG2-1,1.5mA,PostAversive,8.0,nrem,33.33333333333333,sleep
2,Ca_EEG2-1,1.5mA,PostAversive,8.0,rem,7.166666666666667,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,9.0,wake,84.0,wake
1,Ca_EEG2-1,1.5mA,PostAversive,9.0,nrem,14.000000000000002,sleep
2,Ca_EEG2-1,1.5mA,PostAversive,9.0,rem,2.0,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,10.0,wake,89.16666666666667,wake
1,Ca_EEG2-1,1.5mA,PostAversive,10.0,nrem,10.333333333333334,sleep
2,Ca_EEG2-1,1.5mA,PostAversive,10.0,rem,0.5,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,11.0,wake,92.83333333333333,wake
1,Ca_EEG2-1,1.5mA,PostAversive,11.0,nrem,7.000000000000001,sleep
2,Ca_EEG2-1,1.5mA,PostAversive,11.0,rem,0.16666666666666669,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,12.0,wake,98.0,wake
1,Ca_EEG2-1,1.5mA,PostAversive,12.0,nrem,1.8333333333333333,sleep
2,Ca_EEG2-1,1.5mA,PostAversive,12.0,rem,0.16666666666666669,sleep
0,Ca_EEG2-1,1.5mA,PostAversive,13.0,wake,94.33333333333334,wake
1,Ca_EEG2-1,1.5mA,PostAversive,13.0,nrem,5.5,sleep
